"","nearest_pow","dist_nearest_pow"
"1771",874,0.00858080000000072
"1772",1680,0.00574600000000558
"1773",1663,0.00501079999999376
"1774",1663,0.00501079999999376
"1775",1680,0.00574600000000558
"1776",1663,0.00501079999999376
"1777",1379,0.0129103000000015
"1778",1663,0.00501079999999376
"1779",1379,0.0129103000000015
"1780",931,0.0385998000000001
"1781",1680,0.00574600000000558
"1782",1364,0.00129219999999108
"1783",874,0.00858080000000072
"1784",931,0.0385998000000001
"1785",1379,0.0129103000000015
"1786",1571,0.00200660000000141
"1787",1379,0.0129103000000015
"1788",874,0.00858080000000072
"1789",1379,0.0129103000000015
"1790",874,0.00858080000000072
"1791",931,0.0385998000000001
"1792",1913,0.00291779999999164
"1793",1836,0.000530599999997605
"1794",1663,0.00501079999999376
"1795",892,0.00146760000000512
"1796",1182,0.004833799999993
"1797",1663,0.00501079999999376
"1798",1663,0.00501079999999376
"1799",1663,0.00501079999999376
"1800",1721,0.00197709999999773
"1801",1663,0.00501079999999376
"1802",1571,0.00200660000000141
"1803",1182,0.004833799999993
"1804",1379,0.0129103000000015
"1805",1571,0.00200660000000141
"1806",1379,0.0129103000000015
"1807",1571,0.00688920000000337
"1808",1913,0.00291779999999164
"1809",1663,0.00501079999999376
"1810",874,0.00858080000000072
"1811",1520,0.00817070000000086
"1812",1364,0.00129219999999108
"1813",914,0.0025528999999942
"1814",1571,0.00200660000000141
"1815",1379,0.0129103000000015
"1816",1663,0.00501079999999376
"1817",1663,0.00501079999999376
"1818",931,0.0385998000000001
"1819",914,0.0025528999999942
"1820",914,0.0025528999999942
"1821",941,0.00791530000000407
"1822",931,0.0385998000000001
"1823",1868,0.0321485999999993
"1824",931,0.0385998000000001
"1825",1364,0.00129219999999108
"1826",892,0.00146760000000512
"1827",914,0.0025528999999942
"1828",1663,0.00501079999999376
"1829",1680,0.00574600000000558
"1830",1663,0.00501079999999376
"1831",1182,0.004833799999993
"1832",1663,0.00501079999999376
"1833",1721,0.00197709999999773
"1834",1663,0.00501079999999376
